年度,所管局№,所管局,施策分野№,施策分野,事業名,補助金名,補助金の概要,補助対象者№,補助対象者,予算額（千円）,所管部署,問い合わせ先,各局HPリンク
2025,15,産業労働局,16,国際金融都市、特区・外国企業誘致,「国際金融都市・東京」の実現,サステナブルファイナンスに関する国際連携に係る補助金,"補助金の目的：サステナブルファイナンスに関する国際連携の効率的かつ効果的な実施
補助対象者　：一般社団法人東京国際金融機構
補助対象経費：年次総会への参加、年会費の支払い、アセスメントプログラムへの回答、その他関連費
負担割合　　：都10分の10",5 ,民間団体,"3,247",産業労働局総務部国際金融都市推進課,03-5320-6274,
2025,15,産業労働局,16,国際金融都市、特区・外国企業誘致,「国際金融都市・東京」の実現,EMPの普及促進に係る補助金,"補助金の目的：新興資産運用業者育成プログラムの促進
補助対象者　：一般社団法人東京国際金融機構
補助対象経費：ＥＭＰ懇談会開催、東京アセットマネジメントフォーラムの開催、資産運用業の創業セミナー開催、海外ＡＯと国内新興資産運用業者とのマッチングイベント開催
負担割合　　：都10分の10",5 ,民間団体,"49,000",産業労働局総務部国際金融都市推進課,03-5320-6274,
2025,15,産業労働局,16,国際金融都市、特区・外国企業誘致,「国際金融都市・東京」の実現,SDGｓファイナンス促進支援事業補助金,"補助金の目的：SDGsファイナンスの促進支援
補助対象者　：①グリーンファイナンス　
・環境省が実施するグリーンファイナンス拡大に向けた市場基盤整備支援事業補助金（脱炭素関連部門及び環境保全対策関連部門）の交付決定を受けた者
②ソーシャルファイナンス
・以下の要件を全て満たす評価機関
一 金融庁公表の「ＥＳＧ評価・データ提供機関に係る行動規範」への受け入れを表明していること。
二 ソーシャルファイナンスについての外部レビューの付与の実績があること。
③トランジションファイナンス
・経済産業省が実施する温暖化対策促進事業費補助金（クライメート・イノベーション・ファイナンス推進事業）の交付決定を受けた者
補助対象経費：外部レビューの付与に係る経費
負担割合　　：①グリーンファイナンス10分の2（上限200万円）※ブルーファイナンス、個人向け債はさらに10分の4上乗せ、②ソーシャルファイナンス10分の6（上限300万円）※個人向け債はさらに10分の４上乗せ 、③トランジションファイナンス10分の1（上限100万円）※個人向け債はさらに10分の6上乗せ ",5 ,民間団体,"34,520",産業労働局総務部国際金融都市推進課,03-5320-6274,https://www.startupandglobalfinancialcity.metro.tokyo.lg.jp/gfct/initiatives/green-finance/green-subsidy
2025,15,産業労働局,16,国際金融都市、特区・外国企業誘致,「国際金融都市・東京」の実現,金融機関と連携したサステナビリティ経営促進事業補助金,"補助金の目的：都内中堅・中小企業の経営をサステナビリティに配慮したものへと転換を促す
補助対象者　：1.中堅・中小企業、2.連携金融機関
補助対象経費：1.中堅・中小企業がＳＬＬ等の調達の際に受ける各種コンサルティング業務等や、通常の融資と比べ追加的にかかる費用（融資手数料等）2.連携金融機関がフレームワークを策定する際に受ける外部評価業務等
負担割合　　：都が必要と認めた補助対象経費のうち、
1.①50%（サステナビリティ・リンク・ローン及びポジティブ・インパクト・ファイナンス。上限200万円）
1.②50%（金融機関からの提案を受けて都が認定した各金融機関独自のサステナブルファイナンスに関する融資メニュー。上限100万円）
2.50%（連携金融機関がフレームワークを策定する際に受ける外部評価業務等、上限100万円）",5 ,民間団体,"152,000",産業労働局総務部国際金融都市推進課,03-5320-6274,https://www.startupandglobalfinancialcity.metro.tokyo.lg.jp/gfct/initiatives/green-finance/sustainability-management
2025,15,産業労働局,16,国際金融都市、特区・外国企業誘致,戦略的な海外プロモーションの推進,英文情報開示支援事業に係る補助金,"補助金の目的：英文情報開示支援事業の効率的かつ効果的な実施
補助対象者　：一般社団法人東京国際金融機構
補助対象経費： 上場企業個別英文ＩＲ支援及び人材育成講座の開催に係る経費
負担割合　　：都10分の10",5 ,民間団体,"45,000",産業労働局総務部国際金融都市推進課,03-5320-6274,
2025,15,産業労働局,16,国際金融都市、特区・外国企業誘致,戦略的な海外プロモーションの推進,金融プロモーション事業費補助金,"補助金の目的：金融プロモーション事業の効率的かつ効果的な実施
補助対象者　：一般社団法人東京国際金融機構
補助対象経費：１．国際金融都市としての東京に関連する国内外情報発信 及び国内外でのネットワーキング推進、政策提言　２．海外金融系企業への支援　３．その他関連費
負担割合　　：都10分の10",5 ,民間団体,"65,000",産業労働局総務部国際金融都市推進課,03-5320-6274,
2025,15,産業労働局,16,国際金融都市、特区・外国企業誘致,戦略的な海外プロモーションの推進,海外メディアを活用した認知度向上施策の実施に係る補助金,"補助金の目的：海外メディアを活用した認知度向上施策の効率的かつ効果的な実施
補助対象者　：一般社団法人東京国際金融機構
補助対象経費：1．海外向けプレスリリースの発出、インタビュー・取材記事掲載等の誘導等　2．金融専門誌等メディアへの記事広告の掲載等　3. ＳＮＳ等を活用したターゲティング広告　4．その他関連費
負担割合　　：都10分の10",5 ,民間団体,"64,000",産業労働局総務部国際金融都市推進課,03-5320-6274,
2025,15,産業労働局,16,国際金融都市、特区・外国企業誘致,戦略的な海外プロモーションの推進,拠点設立補助金,"補助金の目的：外国企業がアジアヘッドクォーター特区内に新たに拠点設立を行うために必要な経費に対し補助を行うことで、外国企業の拠点設立を促進する
補助対象者：外国企業発掘・誘致事業で投資計画書を提出、または大使館等からの紹介を受けた第四次産業革命関連企業のうち、アジアヘッドクォーター特区内に新たに拠点を設立する企業
補助対象経費：専門家への相談等経費、人材採用経費、オフィス入居時初期費用
負担割合　　：都２分の１",5 ,民間団体,"29,250",産業労働局総務部国際金融都市推進課,03-5320-6274,https://www.investtokyo.metro.tokyo.lg.jp/jp/oursupports/fcs.html
2025,15,産業労働局,16,国際金融都市、特区・外国企業誘致,戦略的な海外プロモーションの推進,GX関連企業誘致促進補助金,"補助金の目的：脱炭素社会の実現、サステナブル・リカバリーの推進に向け、ＧＸ関連分野で高い技術力を有する外国企業のアジアヘッドクォーター特区内への進出に必要な経費に対して、重点的・集中的に補助金の交付を行う
補助対象者：GX関連外国企業（フィンテック企業を含む。）
補助対象経費：人件費、人材採用経費、オフィス賃借料、器具備品等購入費、専門機関等コンサルティング費用
負担割合：都最大10分の10",5 ,民間団体,"322,932",産業労働局総務部国際金融都市推進課,03-5320-6274,https://www.investtokyo.metro.tokyo.lg.jp/jp/oursupports/gx-subsidy.html
2025,15,産業労働局,16,国際金融都市、特区・外国企業誘致,戦略的な海外プロモーションの推進,金融系外国企業発掘・誘致事業費補助金,"補助金の目的：金融系外国企業発掘・誘致事業の効率的かつ効果的な実施
補助対象者　：一般社団法人東京国際金融機構
補助対象経費：金融系外国企業の発掘、誘致、拠点設立に向けた支援に係る事業経費
負担割合　　：都10分の10",5 ,民間団体,"176,455",産業労働局総務部国際金融都市推進課,03-5320-6274,
